MSZoning,LotFrontage,LotArea,Street,Alley,Utilities,OverallQual,OverallCond,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtExposure,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,ScreenPorch,PoolQC,Fence,MiscFeature,SalePrice
RL,77.0,9786,Pave,,AllPub,6,7,0.0,TA,TA,TA,No,912,TA,Y,1085,649,1734,0,1,3,1,Gd,7,1,Gd,2,440,TA,0,0,128,,GdPrv,,159000
RL,,8125,Pave,,AllPub,4,4,0.0,TA,TA,TA,No,858,TA,Y,858,0,858,0,1,3,1,TA,5,0,,0,0,,0,0,0,,,,88000
RL,,9819,Pave,,AllPub,5,5,31.0,TA,Gd,TA,No,882,TA,Y,900,0,900,0,1,3,1,TA,5,0,,1,280,TA,0,0,0,,MnPrv,,122000
RL,60.0,8730,Pave,,AllPub,6,7,0.0,TA,TA,TA,No,698,Ex,Y,698,698,1396,0,1,3,1,TA,7,0,,1,384,TA,0,0,259,,,,153575
RL,120.0,15611,Pave,,AllPub,8,5,0.0,Gd,TA,Gd,Av,1079,Ex,Y,1079,840,1919,0,2,3,1,Gd,8,1,Gd,2,685,Gd,0,51,0,,,,233230
RL,55.0,5687,Pave,Grvl,AllPub,5,6,0.0,TA,Fa,TA,No,780,Ex,N,936,780,1716,1,2,6,1,Fa,9,0,,0,0,,0,184,0,,,,135900
RL,60.0,11409,Pave,,AllPub,5,4,0.0,TA,TA,TA,No,768,Gd,Y,1148,568,1716,0,1,3,1,TA,8,1,Gd,1,281,TA,0,0,160,,,,131000
RL,,16659,Pave,,AllPub,7,7,34.0,TA,TA,TA,No,795,Fa,Y,1468,795,2263,1,2,3,1,Gd,9,1,TA,2,539,TA,0,250,0,,,,235000
RL,80.0,9600,Pave,,AllPub,6,5,238.0,TA,TA,TA,No,1416,TA,Y,1644,0,1644,1,1,3,1,TA,7,2,Gd,2,418,TA,110,0,0,,,,167000
RL,37.0,7937,Pave,,AllPub,6,6,0.0,TA,TA,TA,Av,1003,TA,Y,1003,0,1003,1,1,3,1,TA,6,0,,2,588,TA,120,0,0,,GdPrv,,142500
RM,75.0,13710,Pave,,AllPub,5,5,0.0,TA,TA,TA,No,910,TA,Y,910,648,1558,0,1,4,1,TA,6,0,,1,282,TA,289,0,0,,MnPrv,,152000
FV,66.0,7399,Pave,Pave,AllPub,7,5,1600.0,Gd,TA,Gd,No,975,Ex,Y,975,975,1950,0,2,3,1,Gd,7,1,TA,2,576,TA,0,10,198,,,,239000
RL,90.0,11700,Pave,,AllPub,6,6,365.0,Gd,TA,TA,No,702,Gd,Y,1041,702,1743,0,1,3,1,TA,7,1,Gd,2,539,TA,224,0,0,,,,175000
RL,80.0,14000,Pave,,AllPub,6,8,0.0,TA,Gd,TA,No,1092,Ex,Y,1152,0,1152,0,1,3,1,Gd,6,1,Gd,1,300,TA,0,36,0,,GdPrv,,158500
RL,90.0,15750,Pave,,AllPub,5,5,56.0,TA,TA,TA,Mn,1165,TA,Y,1336,0,1336,1,1,2,1,TA,5,2,Gd,1,375,TA,0,0,0,,,,157000
RL,66.0,16226,Pave,,AllPub,8,5,0.0,Gd,TA,Gd,No,1028,Ex,Y,1210,1242,2452,0,2,4,1,Gd,9,1,TA,2,683,TA,208,50,0,,,,267000
RL,118.0,13704,Pave,,AllPub,7,5,150.0,Gd,TA,Gd,No,1541,Ex,Y,1541,0,1541,0,2,3,1,Gd,6,1,TA,3,843,TA,468,81,0,,,,205000
RL,70.0,9800,Pave,,AllPub,5,7,0.0,TA,TA,TA,No,894,TA,Y,894,0,894,1,1,3,1,TA,5,0,,2,552,TA,256,0,0,,GdWo,,149900
RM,87.0,18386,Pave,,AllPub,7,9,0.0,TA,TA,TA,No,1470,Ex,Y,1675,1818,3493,0,3,3,1,Gd,10,1,Ex,3,870,TA,302,0,0,,,,295000
RL,80.0,10386,Pave,,AllPub,8,5,246.0,Gd,TA,Gd,No,2000,Ex,Y,2000,0,2000,1,2,3,1,Gd,8,0,,3,888,TA,168,0,0,,,,305900
RL,116.0,13474,Pave,,AllPub,7,5,246.0,Gd,TA,Gd,No,700,Gd,Y,1122,1121,2243,1,2,4,1,Gd,8,1,TA,3,746,TA,127,44,0,,,,225000
RM,,7920,Pave,Grvl,AllPub,6,7,0.0,TA,Fa,TA,No,319,TA,Y,1035,371,1406,0,1,3,1,Fa,6,0,,0,0,,0,144,0,,MnPrv,,89500
RL,,12342,Pave,,AllPub,4,5,0.0,TA,TA,TA,No,861,Ex,Y,861,0,861,0,1,1,1,TA,4,0,,2,539,TA,158,0,0,,,,82500
RL,90.0,12378,Pave,,AllPub,9,5,0.0,Gd,TA,Ex,Gd,1896,Ex,Y,1944,0,1944,1,2,3,1,Ex,8,3,Ex,3,708,TA,208,175,0,,,,360000
RL,,7685,Pave,,AllPub,6,5,112.0,TA,TA,Gd,No,697,Gd,Y,697,804,1501,0,2,3,1,Gd,6,1,TA,2,420,TA,190,63,0,,,,165600
RL,50.0,8000,Pave,,AllPub,6,6,0.0,TA,Gd,TA,No,972,Ex,Y,972,0,972,1,1,2,1,TA,5,1,Gd,1,240,TA,0,0,0,,,,132000
RM,65.0,7800,Pave,,AllPub,5,7,0.0,TA,TA,Gd,Mn,793,TA,Y,793,325,1118,1,1,3,1,TA,5,1,Gd,2,410,TA,0,0,271,,MnPrv,,119900
RL,150.0,215245,Pave,,AllPub,7,5,0.0,TA,TA,Gd,Gd,2136,TA,Y,2036,0,2036,2,2,3,1,TA,8,2,Gd,2,513,TA,0,0,0,,,,375000
RM,60.0,9600,Pave,Grvl,AllPub,7,7,0.0,TA,TA,TA,No,728,Ex,Y,832,809,1641,0,1,3,1,Ex,6,1,Gd,2,546,Fa,0,0,0,,,,178000
RL,71.0,7795,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,No,716,Ex,Y,716,716,1432,1,2,3,1,Gd,6,1,Gd,2,432,TA,100,51,0,,,,188500
RL,94.0,13005,Pave,,AllPub,7,7,278.0,Gd,TA,Gd,No,845,TA,Y,1153,1200,2353,1,2,4,1,Ex,10,1,TA,2,484,TA,288,195,0,,GdPrv,,260000
FV,75.0,9000,Pave,,AllPub,8,5,0.0,Gd,TA,Gd,Av,1088,Ex,Y,1088,871,1959,0,2,3,1,Gd,8,1,Gd,3,1025,TA,208,46,0,,,,270000
RL,90.0,9900,Pave,,AllPub,7,5,256.0,Gd,TA,Gd,Gd,1347,Ex,Y,1372,1274,2646,1,2,4,1,Gd,9,1,TA,3,656,TA,340,60,0,,,,260000
RL,,14115,Pave,,AllPub,7,5,225.0,TA,TA,Gd,Av,1372,TA,Y,1472,0,1472,1,2,3,1,TA,6,2,TA,2,588,TA,233,48,0,,,,187500
RL,111.0,16259,Pave,,AllPub,9,5,370.0,TA,TA,Ex,Av,1249,Ex,Y,1249,1347,2596,0,3,4,1,Gd,9,0,,3,840,TA,240,154,0,,,,342643
RL,99.0,12099,Pave,,AllPub,8,5,388.0,Gd,TA,Ex,Av,1136,Ex,Y,1136,1332,2468,1,2,4,1,Gd,10,1,Gd,3,872,TA,184,154,0,,,,354000
RL,86.0,10380,Pave,,AllPub,7,5,172.0,Gd,TA,TA,Gd,1502,Ex,Y,1553,1177,2730,1,2,4,1,Gd,8,1,TA,2,576,TA,201,96,0,,MnPrv,,301000
RM,49.0,5820,Pave,,AllPub,3,8,0.0,TA,Gd,TA,No,1162,Ex,Y,1163,0,1163,1,1,3,1,TA,6,0,,1,220,Fa,142,98,0,,,,126175
RL,96.0,11275,Pave,,AllPub,7,7,300.0,Gd,Gd,Gd,No,710,Ex,Y,1898,1080,2978,0,2,5,1,Gd,11,1,Gd,2,564,TA,240,0,0,,,,242000
RM,50.0,5000,Pave,,AllPub,5,6,0.0,TA,TA,TA,Av,720,Po,N,803,0,803,0,1,2,1,TA,5,0,,2,360,TA,0,0,0,,,,87000
RL,32.0,10846,Pave,,AllPub,8,5,0.0,Gd,TA,Gd,Gd,1719,Ex,Y,1719,0,1719,2,1,1,1,Gd,6,2,Gd,2,473,TA,122,30,0,,,,324000
RL,80.0,11600,Pave,,AllPub,6,5,175.0,TA,TA,TA,No,1383,TA,Y,1383,0,1383,0,1,3,1,TA,7,0,,1,292,TA,0,45,0,,,,145250
RL,,11888,Pave,Pave,AllPub,6,6,0.0,TA,TA,TA,No,844,Gd,N,1445,689,2134,0,2,5,1,Gd,10,0,,2,441,TA,0,60,0,,,,214500
RM,60.0,6402,Pave,,AllPub,5,5,0.0,TA,TA,TA,Mn,596,TA,N,596,596,1192,0,1,3,1,TA,6,0,,1,189,Fa,0,0,0,,GdWo,,78000
RL,,10624,Pave,,AllPub,5,4,84.0,TA,TA,TA,No,1728,TA,Y,1728,0,1728,0,2,6,2,TA,10,0,,1,352,TA,155,0,0,,,,119000
RL,70.0,8176,Pave,,AllPub,5,6,0.0,TA,TA,TA,No,1056,Fa,Y,1056,0,1056,1,1,3,1,TA,6,0,,1,308,TA,0,0,0,,,,139000
RL,85.0,10655,Pave,,AllPub,8,5,296.0,Gd,TA,Gd,No,3206,Ex,Y,1629,0,1629,1,2,3,1,Gd,7,1,Gd,3,880,TA,0,0,0,,,,284000
RM,59.0,8198,Pave,,AllPub,7,5,146.0,Gd,TA,Gd,Av,1358,Ex,Y,1358,0,1358,1,2,2,1,Gd,6,1,Gd,2,484,TA,192,30,0,,,,207000
RL,59.0,9042,Pave,,AllPub,6,5,0.0,TA,TA,Gd,Gd,943,Gd,Y,943,695,1638,1,2,3,1,TA,7,2,TA,2,472,TA,100,38,0,,,,192000
RL,,164660,Grvl,,AllPub,5,6,0.0,TA,TA,TA,Gd,1499,Ex,Y,1619,167,1786,2,2,3,1,TA,7,2,Gd,2,529,TA,670,0,0,,,Shed,228950
RL,86.0,14157,Pave,,AllPub,9,5,200.0,Gd,TA,Ex,Gd,1922,Ex,Y,1922,0,1922,1,2,3,1,Gd,8,1,Gd,3,676,TA,178,51,0,,,,377426
RL,70.0,9135,Pave,,AllPub,7,5,113.0,Gd,TA,Gd,Av,1536,Ex,Y,1536,0,1536,1,2,3,1,Gd,7,0,,2,532,TA,192,74,0,,,,214000
RL,91.0,14145,Pave,,AllPub,7,7,0.0,Gd,TA,Gd,Mn,1208,Ex,Y,1621,0,1621,1,2,3,1,Gd,8,0,,2,440,TA,108,45,0,,,Shed,202500
RL,66.0,12400,Pave,,AllPub,6,7,176.0,TA,TA,TA,No,1215,TA,Y,1215,0,1215,0,1,3,1,TA,6,0,,1,297,TA,0,0,234,,,,155000
RL,85.0,14191,Pave,,AllPub,8,5,0.0,Gd,TA,Gd,No,967,Ex,Y,993,915,1908,0,2,4,1,Gd,9,0,,2,431,TA,135,0,0,,,,202900
RH,60.0,8400,Pave,,AllPub,4,4,0.0,Fa,Fa,TA,No,721,Gd,Y,841,0,841,0,1,2,1,TA,4,0,,1,294,TA,250,0,0,,,,82000
RL,,8544,Pave,,AllPub,3,4,340.0,TA,TA,,,0,Fa,N,1040,0,1040,0,2,2,2,TA,6,0,,2,400,TA,0,0,0,,,,87500
RL,63.0,8849,Pave,,AllPub,9,5,616.0,Ex,TA,Ex,No,1684,Ex,Y,1684,0,1684,0,2,2,1,Ex,6,1,Ex,2,564,TA,495,72,0,,,,266000
RM,36.0,2592,Pave,,AllPub,5,3,0.0,TA,TA,Gd,No,536,TA,Y,536,576,1112,0,1,3,1,TA,4,0,,1,336,TA,182,0,0,,,,85000
RL,65.0,6435,Pave,,AllPub,6,5,0.0,TA,TA,TA,No,972,Gd,Y,972,605,1577,0,1,3,1,Fa,6,1,Gd,1,312,TA,0,0,0,,,,140200
RL,,12772,Pave,,AllPub,6,8,0.0,TA,Gd,TA,Mn,958,TA,Y,958,0,958,0,1,2,1,TA,5,0,,1,301,TA,0,0,0,,,Gar2,151500
RL,,17600,Pave,,AllPub,6,5,30.0,TA,TA,TA,No,1478,Ex,Y,1478,0,1478,1,2,3,1,TA,6,2,Gd,2,498,TA,0,40,0,,,,157500
RL,36.0,2448,Pave,,AllPub,7,5,106.0,Gd,TA,Gd,No,764,Ex,Y,764,862,1626,1,2,2,1,Gd,6,0,,2,474,TA,0,27,0,,,,154000
RL,56.0,20431,Pave,,AllPub,9,5,870.0,Ex,TA,Ex,No,1848,Ex,Y,1848,880,2728,1,2,4,1,Ex,10,2,Ex,3,706,TA,0,0,0,,,,437154
RL,68.0,7820,Pave,,AllPub,9,5,362.0,Ex,TA,Ex,No,1869,Ex,Y,1869,0,1869,0,2,2,1,Ex,6,1,Gd,2,617,TA,210,54,0,,,,318061
RL,,5271,Pave,,AllPub,7,5,0.0,TA,TA,Gd,Gd,1453,Gd,Y,1453,0,1453,1,1,2,1,Gd,6,1,TA,2,445,TA,0,80,184,,,,190000
RL,60.0,9084,Pave,,AllPub,5,6,0.0,TA,TA,TA,Mn,616,TA,N,616,495,1111,0,1,3,1,TA,5,0,,1,200,TA,48,0,0,,,,95000
RM,60.0,8520,Pave,,AllPub,6,8,0.0,TA,Gd,TA,No,624,Gd,Y,720,0,720,0,1,2,1,TA,5,0,,2,484,TA,106,0,0,,,,105900
RL,60.0,8400,Pave,,AllPub,6,5,0.0,TA,TA,TA,No,940,Ex,Y,1192,403,1595,0,1,2,1,TA,6,2,Gd,1,240,TA,0,0,0,,,,140000
RL,105.0,11249,Pave,,AllPub,6,5,0.0,Gd,Gd,Gd,No,1200,Ex,Y,1200,0,1200,1,2,3,1,Gd,6,0,,2,521,TA,0,26,0,,,,177500
RL,,9248,Pave,,AllPub,6,6,106.0,TA,TA,Gd,No,1158,Gd,Y,1167,0,1167,1,2,3,1,Gd,6,0,,2,400,TA,120,26,0,,,,173000
RM,44.0,4224,Pave,,AllPub,5,5,0.0,TA,TA,Gd,No,1142,TA,Y,1142,0,1142,1,1,3,1,TA,6,1,Po,2,528,TA,536,90,0,,MnPrv,,134000
RL,92.0,6930,Pave,,AllPub,5,4,120.0,TA,TA,TA,Av,1062,Ex,Y,1352,0,1352,0,1,3,1,Gd,6,0,,1,288,TA,168,0,0,,,,130000
RL,78.0,12011,Pave,,AllPub,8,5,530.0,Gd,TA,Gd,Av,1086,Ex,Y,1086,838,1924,1,2,3,1,Gd,7,1,TA,2,592,TA,208,75,374,,,,280000
RL,,7540,Pave,,AllPub,6,6,0.0,TA,TA,Gd,Av,888,Ex,Y,912,0,912,1,1,2,1,TA,5,1,TA,2,470,TA,0,0,192,,MnPrv,,156000
RL,,9144,Pave,Pave,AllPub,5,5,0.0,TA,TA,TA,No,883,Gd,Y,988,517,1505,1,1,3,1,TA,8,0,,1,240,TA,0,0,0,,,,145000
RL,64.0,7301,Pave,,AllPub,7,5,500.0,Gd,TA,,,0,Ex,Y,495,1427,1922,0,3,4,1,Gd,7,1,Ex,2,672,TA,0,0,0,,,,198500
RM,21.0,1680,Pave,,AllPub,6,8,510.0,TA,TA,TA,No,483,Gd,Y,483,504,987,0,1,2,1,Gd,5,0,,1,264,TA,250,0,0,,,,118000
RL,,18800,Pave,,AllPub,6,5,120.0,TA,TA,Gd,Mn,796,TA,Y,790,784,1574,1,2,3,1,TA,6,1,TA,2,566,TA,306,111,0,,,,190000
RM,59.0,10690,Pave,,AllPub,5,7,0.0,TA,Gd,TA,No,672,Gd,Y,672,672,1344,0,1,3,1,TA,6,0,,1,468,TA,0,128,0,,,,147000
RL,,9500,Pave,,AllPub,6,5,247.0,TA,TA,Gd,No,1394,Gd,Y,1394,0,1394,1,1,3,1,TA,6,2,Gd,2,514,TA,0,76,185,,,,159000
RL,101.0,9150,Pave,,AllPub,6,5,305.0,TA,TA,Gd,Gd,1099,Gd,Y,1431,0,1431,0,1,3,1,TA,6,1,Gd,1,296,TA,64,110,0,,,,165000
RL,78.0,7800,Pave,,AllPub,5,6,200.0,TA,TA,TA,No,1268,Gd,Y,1268,0,1268,0,1,2,1,TA,7,1,Gd,1,244,TA,0,98,0,,,,132000
RL,,9830,Pave,,AllPub,5,7,0.0,TA,Gd,TA,No,1063,Ex,Y,1287,0,1287,1,1,3,1,Gd,7,1,Gd,2,576,TA,364,17,182,,,,162000
RL,,8121,Pave,,AllPub,6,5,0.0,TA,TA,Gd,No,953,Ex,Y,953,711,1664,0,2,3,1,TA,7,1,TA,2,460,TA,100,40,0,,,,172400
RL,80.0,17120,Pave,,AllPub,4,4,0.0,TA,TA,,,0,TA,Y,1120,468,1588,0,2,4,1,TA,7,1,Gd,2,680,TA,0,59,0,,,,134432
RL,50.0,7175,Pave,,AllPub,6,5,0.0,TA,TA,Gd,No,744,TA,Y,752,0,752,1,1,2,1,TA,4,0,,1,264,TA,353,0,90,,MnPrv,,125000
RL,79.0,10634,Pave,,AllPub,5,6,0.0,TA,TA,TA,No,608,TA,Y,1319,0,1319,1,1,3,1,TA,5,0,,1,270,TA,66,0,0,,GdWo,,123000
RL,65.0,8200,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,No,847,Ex,Y,847,1081,1928,0,2,4,1,Gd,8,1,Gd,2,434,TA,100,48,0,,,,219500
RL,,10020,Pave,,AllPub,1,1,0.0,Fa,Fa,Fa,Gd,683,Gd,N,904,0,904,1,0,1,1,Fa,4,0,,0,0,,0,0,0,,,,61000
RL,57.0,8846,Pave,,AllPub,5,5,0.0,Gd,TA,Gd,Av,870,Ex,Y,914,0,914,0,1,2,1,TA,5,0,,2,576,TA,0,0,0,,,,148000
FV,102.0,11143,Pave,,AllPub,8,5,0.0,Gd,TA,Gd,No,1580,Ex,Y,1580,886,2466,0,3,4,1,Gd,8,1,Gd,2,610,TA,159,214,0,,,,340000
RL,88.0,11394,Pave,,AllPub,9,2,350.0,Gd,TA,Ex,Av,1856,Ex,Y,1856,0,1856,1,1,1,1,Ex,8,1,Ex,3,834,TA,113,0,0,,,,394432
RL,60.0,8123,Pave,,AllPub,6,5,16.0,TA,TA,Gd,No,982,Ex,Y,1007,793,1800,0,2,3,1,TA,7,1,TA,2,463,TA,100,63,0,,,,179000
RL,50.0,5000,Pave,Pave,AllPub,5,6,0.0,TA,TA,TA,No,1026,TA,Y,1026,665,1691,0,2,3,1,Gd,6,1,Gd,1,308,TA,0,0,0,,,,127000
FV,60.0,7200,Pave,Pave,AllPub,7,5,0.0,Gd,TA,Gd,No,1293,Ex,Y,1301,0,1301,1,2,2,1,Gd,5,1,Gd,2,572,TA,216,121,0,,,,187750
RL,79.0,9245,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,Av,939,Ex,Y,939,858,1797,0,2,3,1,Gd,8,0,,2,639,TA,144,53,0,,,,213500
RH,60.0,9000,Pave,,AllPub,6,3,0.0,TA,TA,Fa,No,784,TA,N,784,0,784,0,1,2,1,TA,5,0,,2,360,Fa,0,0,0,,,,76000
RL,,53107,Pave,,AllPub,6,5,0.0,Gd,TA,Gd,Av,1580,Ex,Y,1079,874,1953,1,2,3,1,Gd,9,2,Fa,2,501,TA,216,231,0,,,,240000
RL,43.0,3182,Pave,,AllPub,8,5,16.0,Gd,TA,Gd,No,1256,Ex,Y,1269,0,1269,0,2,2,1,Gd,6,1,TA,2,430,TA,146,20,144,,,,192000
RL,58.0,8410,Pave,,AllPub,5,3,0.0,TA,Fa,TA,No,658,TA,Y,658,526,1184,0,1,5,1,TA,8,0,,0,0,,0,151,0,,,,81000
RL,72.0,7200,Pave,,AllPub,6,6,255.0,TA,TA,TA,Av,1041,Ex,Y,1125,0,1125,1,1,3,1,TA,6,1,Fa,1,352,TA,296,0,0,,GdWo,,125000
RL,93.0,9382,Pave,,AllPub,7,5,125.0,Gd,TA,Gd,No,1468,Ex,Y,1479,0,1479,0,2,3,1,Gd,6,0,,2,577,TA,120,25,0,,,,191000
RL,96.0,12474,Pave,,AllPub,10,5,272.0,Ex,TA,Ex,Av,1682,Ex,Y,1742,590,2332,1,2,3,1,Ex,9,1,Ex,3,846,TA,196,134,0,,,,426000
RL,50.0,8405,Pave,Grvl,AllPub,5,8,0.0,TA,TA,TA,No,861,Ex,Y,961,406,1367,1,1,4,1,TA,7,0,,1,384,TA,0,130,0,,MnPrv,,119000
RL,71.0,12209,Pave,,AllPub,6,5,0.0,TA,TA,Ex,No,804,Ex,Y,804,1157,1961,1,2,3,1,Gd,7,1,TA,2,560,TA,125,192,0,,,,215000
RL,,8339,Pave,,AllPub,5,7,0.0,TA,TA,,,0,TA,Y,882,0,882,0,1,3,1,TA,5,0,,1,294,TA,0,0,0,,MnPrv,Shed,106500
RL,,7446,Pave,,AllPub,4,5,0.0,TA,TA,TA,No,788,TA,Y,788,0,788,0,1,2,1,TA,4,2,TA,0,0,,0,0,0,,GdWo,,100000
RL,60.0,10134,Pave,,AllPub,5,6,0.0,TA,TA,TA,No,735,Gd,Y,735,299,1034,0,1,2,1,TA,5,0,,1,240,TA,0,39,0,,,,109000
RL,68.0,9571,Pave,,AllPub,5,6,0.0,TA,TA,TA,Av,1144,TA,Y,1144,0,1144,1,1,3,1,TA,6,0,,1,596,TA,44,0,0,,,,129000
RL,60.0,7200,Pave,,AllPub,5,5,0.0,TA,TA,TA,Av,894,TA,Y,894,0,894,0,1,2,1,TA,6,0,,2,600,TA,215,0,0,,,,123000
RL,69.0,7590,Pave,,AllPub,5,5,288.0,TA,TA,TA,No,864,TA,Y,876,936,1812,0,2,4,1,TA,8,1,TA,1,264,TA,0,168,0,,,,169500
RM,60.0,8967,Pave,,AllPub,5,2,0.0,TA,Fa,Fa,No,961,Gd,Y,1077,0,1077,0,1,2,1,TA,6,0,,1,338,Po,0,0,0,,,,67000
FV,65.0,8125,Pave,,AllPub,7,5,100.0,Gd,TA,Gd,No,1092,Ex,Y,1112,438,1550,1,2,2,1,Gd,7,0,,2,438,TA,0,168,0,,,,241000
RL,38.0,14963,Pave,,AllPub,8,5,0.0,Gd,TA,Gd,No,1260,Ex,Y,1288,0,1288,1,1,1,1,Ex,4,2,Gd,2,500,TA,120,30,224,,,,245500
RL,65.0,8767,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,Av,1310,Ex,Y,1310,0,1310,0,2,3,1,Gd,6,1,Gd,2,400,TA,0,0,0,,,,164990
RL,60.0,10200,Pave,,AllPub,5,8,0.0,TA,TA,TA,No,672,Ex,Y,672,0,672,0,1,2,1,TA,4,0,,1,240,TA,168,0,0,,GdPrv,,108000
RL,93.0,12090,Pave,,AllPub,8,5,650.0,Gd,TA,Gd,No,1141,Gd,Y,1165,1098,2263,0,2,4,1,Gd,10,1,TA,2,420,TA,144,123,0,,,,258000
RL,,10364,Pave,,AllPub,6,5,0.0,TA,TA,Gd,No,806,Gd,Y,806,766,1572,0,2,3,1,TA,7,1,TA,2,373,TA,0,40,0,,,,168000
RL,,9991,Pave,,AllPub,4,4,0.0,TA,TA,TA,No,1281,Ex,Y,1620,0,1620,1,2,3,1,TA,8,1,TA,2,490,TA,120,78,0,,GdWo,,150000
RL,51.0,10480,Pave,,AllPub,6,5,0.0,TA,TA,TA,No,1064,Ex,Y,1166,0,1639,0,1,3,1,TA,6,0,,1,240,TA,0,0,0,,,,115000
RL,63.0,15576,Pave,,AllPub,6,7,0.0,TA,TA,Gd,No,840,Ex,Y,840,840,1680,0,2,4,1,TA,8,0,,1,308,TA,0,0,0,,,,177000
RL,109.0,14154,Pave,,AllPub,7,5,350.0,Gd,TA,Ex,No,1063,Ex,Y,1071,1101,2172,0,2,3,1,Gd,9,1,Gd,3,947,TA,192,62,0,,,,280000
FV,85.0,10800,Pave,,AllPub,8,5,100.0,Gd,TA,Ex,No,1034,Ex,Y,1050,1028,2078,1,2,3,1,Ex,8,1,Gd,3,836,TA,0,102,0,,,,339750
RL,68.0,9571,Pave,,AllPub,5,3,0.0,TA,Fa,TA,No,1276,TA,Y,1276,0,1276,0,1,3,1,TA,5,0,,1,350,TA,0,0,0,,,,60000
RL,100.0,34650,Pave,,AllPub,5,5,0.0,TA,TA,TA,Mn,1056,TA,N,1056,0,1056,1,1,3,1,TA,5,0,,2,572,TA,264,0,0,,,,145000
FV,,4403,Pave,,AllPub,7,5,432.0,Ex,TA,Ex,Av,1470,Ex,Y,1478,0,1478,1,2,2,1,Gd,7,1,Gd,2,484,TA,0,144,0,,,,222000
RM,56.0,8960,Pave,Grvl,AllPub,5,6,0.0,TA,TA,TA,No,1008,Gd,Y,1028,0,1028,0,1,2,1,TA,5,1,Gd,2,360,TA,0,0,0,,,,115000
RL,59.0,11228,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,No,1080,Ex,Y,1080,1017,2097,0,2,3,1,Gd,9,1,TA,3,678,TA,196,187,0,,,,228000
RL,73.0,8899,Pave,,AllPub,7,5,0.0,Gd,TA,Gd,Av,1340,Ex,Y,1340,0,1340,0,2,3,1,Gd,6,0,,2,396,TA,100,30,0,,,,181134
RL,74.0,7844,Pave,,AllPub,6,7,203.0,TA,TA,TA,No,672,TA,Y,672,728,1400,0,1,3,1,TA,6,1,TA,2,440,TA,0,0,0,,,,149500
RL,86.0,22420,Pave,,AllPub,6,6,0.0,TA,TA,Gd,No,1370,TA,N,1370,1254,2624,1,2,4,1,TA,10,1,Gd,3,864,TA,0,0,0,,,,239000
RL,60.0,8160,Pave,,AllPub,5,6,0.0,TA,TA,TA,No,756,Fa,N,756,378,1134,1,1,3,1,TA,7,0,,1,240,TA,0,0,0,,,,126000
RL,65.0,8450,Pave,,AllPub,5,6,0.0,TA,TA,TA,No,1056,Ex,Y,1056,0,1056,1,1,3,1,TA,6,1,Fa,1,304,TA,0,85,0,,,,142000
RM,78.0,7060,Pave,,AllPub,7,5,200.0,TA,Gd,Gd,Gd,1344,Ex,Y,1344,0,1344,2,2,2,2,TA,8,0,,4,784,TA,0,0,0,,,,206300
RL,,16635,Pave,,AllPub,6,7,126.0,Gd,TA,Gd,No,1602,Gd,Y,1602,0,1602,0,2,3,1,Gd,8,1,TA,2,529,TA,240,0,0,,,,215000
RL,100.0,21750,Pave,,AllPub,5,5,0.0,TA,TA,TA,No,988,Ex,Y,988,0,988,0,1,2,1,TA,4,0,,2,520,TA,0,0,0,,,,113000
RL,80.0,9200,Pave,,AllPub,8,5,473.0,Gd,TA,Gd,No,1470,Gd,Y,1470,1160,2630,1,2,4,1,Gd,8,1,TA,3,696,TA,0,66,0,,,,315000
RL,72.0,9000,Pave,,AllPub,6,5,74.0,TA,TA,Gd,No,1196,Gd,Y,1196,0,1196,1,1,2,1,TA,6,1,Gd,1,297,TA,0,44,0,,,,139000
RM,60.0,3378,Pave,Grvl,AllPub,7,8,0.0,TA,Gd,TA,No,651,Gd,Y,707,682,1389,0,1,3,1,TA,6,2,Gd,1,240,TA,0,0,0,,,,135000
RL,,12800,Pave,,AllPub,7,5,145.0,Gd,TA,Gd,Gd,1518,Gd,Y,1644,0,1644,1,2,2,1,Gd,5,1,TA,2,569,TA,80,0,396,,,,275000
RL,77.0,8593,Pave,,AllPub,4,6,0.0,TA,TA,TA,No,907,Ex,Y,907,0,907,0,1,3,1,TA,5,0,,1,352,TA,0,0,0,,,,109008
RL,64.0,6762,Pave,,AllPub,7,5,108.0,Gd,TA,Gd,No,1208,Ex,Y,1208,0,1208,1,2,2,1,Gd,6,0,,2,628,TA,105,54,0,,,,195400
RL,130.0,11457,Pave,,AllPub,6,5,0.0,TA,TA,Gd,Mn,1392,TA,Y,1412,0,1412,1,2,3,1,Gd,6,1,TA,2,576,TA,0,0,0,,,,175000
RM,21.0,1680,Pave,,AllPub,6,5,232.0,TA,TA,TA,No,483,TA,Y,483,504,987,0,1,2,1,TA,4,0,,1,264,TA,0,0,0,,,,85400
